iteration,total,hold_success,dropped,time_out,r_face_alignment,r_hold_bonus,r_dropped_penalty,mean_reward,mean_ep_len,iter_time_s,steps_per_s,invalid_state,r_hold_progress,r_grasp_contact,r_excess_force,r_joint_limits,value_loss,surrogate_loss,action_std
73,5000,0.7683,0.2136,0.0181,0.2311,0.8183,-0.0406,6.76,65.36,0.78,125814.0,0.0,0.2101,0.0233,-0.0001,-0.0172,2.4836,-0.009,0.97
74,5000,0.7751,0.2055,0.0193,0.2286,0.8131,-0.042,8.44,60.59,0.78,126751.0,0.0,0.2064,0.0226,-0.0001,-0.0161,2.8436,-0.0086,0.97
75,5000,0.7778,0.2028,0.0193,0.2266,0.8111,-0.0432,6.55,60.81,0.81,121649.0,0.0,0.2065,0.0217,-0.0001,-0.0158,2.6809,-0.0078,0.97
76,5000,0.7843,0.1967,0.0191,0.2255,0.8188,-0.0404,5.5,56.42,0.8,123377.0,0.0,0.2065,0.0219,-0.0,-0.0166,2.572,-0.009,0.97
77,5000,0.7829,0.2002,0.0169,0.222,0.8177,-0.042,6.32,59.58,0.8,122490.0,0.0,0.2048,0.0209,-0.0001,-0.0154,2.8293,-0.0079,0.97
78,5000,0.7791,0.2042,0.0167,0.2223,0.814,-0.0423,6.49,58.82,0.79,124776.0,0.0,0.2033,0.0206,-0.0001,-0.0153,2.9439,-0.0072,0.97
79,5000,0.7801,0.2044,0.0154,0.2223,0.8201,-0.0417,7.76,56.73,0.79,125167.0,0.0,0.2046,0.0205,-0.0001,-0.0161,2.7752,-0.0066,0.97
80,5000,0.7809,0.205,0.014,0.2206,0.8261,-0.0408,6.97,55.4,0.77,128042.0,0.0,0.2044,0.0201,-0.0,-0.0156,2.7703,-0.0068,0.97
81,5000,0.7897,0.1966,0.0137,0.2187,0.8244,-0.0403,7.0,58.8,0.78,125692.0,0.0,0.2032,0.0202,-0.0001,-0.0158,3.0055,-0.0081,0.97
82,5000,0.791,0.195,0.014,0.2164,0.8098,-0.0426,6.44,61.99,0.8,123177.0,0.0,0.2002,0.0202,-0.0,-0.0159,2.6932,-0.0077,0.97
83,5000,0.7858,0.1973,0.0169,0.2201,0.8224,-0.0406,8.01,57.31,0.78,125560.0,0.0,0.2023,0.02,-0.0,-0.015,3.1851,0.0019,0.97
84,5000,0.7866,0.1974,0.016,0.2161,0.8173,-0.0421,8.96,61.59,0.79,124296.0,0.0,0.2009,0.02,-0.0001,-0.0147,2.6976,-0.0046,0.97
