iteration,total,hold_success,dropped,time_out,r_face_alignment,r_hold_bonus,r_dropped_penalty,mean_reward,mean_ep_len,iter_time_s,steps_per_s,invalid_state,r_hold_progress,r_grasp_contact,r_excess_force,r_joint_limits,value_loss,surrogate_loss,action_std
789,4699,0.4415,0.2374,0.321,0.1574,0.3069,-0.029,4.45,196.7,1.79,54968.0,0.0,0.0844,0.0543,-0.0001,-0.0827,0.3435,-0.0076,0.99
790,4699,0.4386,0.2396,0.3217,0.1495,0.2912,-0.0365,2.84,193.31,1.79,54895.0,0.0,0.082,0.0512,-0.0001,-0.0738,0.3917,-0.0073,0.99
791,4699,0.4365,0.2397,0.3239,0.1652,0.3247,-0.0322,3.99,170.13,1.79,54975.0,0.0,0.0878,0.05,-0.0001,-0.072,0.371,-0.0106,0.99
792,4699,0.4396,0.2364,0.324,0.1461,0.2691,-0.0347,3.19,184.99,1.76,55992.0,0.0,0.0743,0.0529,-0.0001,-0.079,0.3722,-0.0064,0.99
793,4699,0.4389,0.234,0.327,0.1627,0.3314,-0.0297,4.24,182.62,1.81,54243.0,0.0,0.0909,0.0505,-0.0002,-0.0747,0.3583,-0.0068,0.99
794,4699,0.434,0.2364,0.3296,0.1556,0.2844,-0.0378,4.5,155.83,1.8,54532.0,0.0,0.08,0.0523,-0.0002,-0.0745,0.359,-0.0105,0.98
795,4699,0.429,0.2429,0.328,0.1831,0.2959,-0.0363,3.57,178.08,1.78,55100.0,0.0,0.0861,0.0535,-0.0002,-0.0787,0.4233,-0.0103,0.98
796,4699,0.4335,0.2424,0.324,0.18,0.3255,-0.0299,4.09,174.84,1.78,55371.0,0.0,0.0911,0.0518,-0.0001,-0.0779,0.3859,-0.0092,0.98
797,4699,0.4379,0.243,0.3191,0.1698,0.2974,-0.0392,3.76,166.33,1.79,55041.0,0.0,0.0838,0.0512,-0.0001,-0.0743,0.4031,-0.0079,0.98
798,4699,0.4346,0.2448,0.3206,0.1744,0.3023,-0.0295,4.15,198.22,1.79,55064.0,0.0,0.0827,0.055,-0.0002,-0.079,0.3838,-0.0098,0.98
799,4699,0.4323,0.2423,0.3253,0.1736,0.2941,-0.037,4.42,152.06,1.78,55110.0,0.0,0.0855,0.0539,-0.0001,-0.0789,0.4279,-0.01,0.98
800,4699,0.4319,0.244,0.3241,0.1808,0.3166,-0.0364,3.93,182.16,1.8,54546.0,0.0,0.0887,0.0525,-0.0001,-0.0728,0.4254,-0.0095,0.98
801,4699,0.431,0.2485,0.3205,0.1686,0.2916,-0.0376,2.67,187.55,1.7,57690.0,0.0,0.0828,0.0539,-0.0001,-0.0757,0.4069,-0.0096,0.98
